"taxon","assembly","segment","species","collectionDate","geographicRegion","organismName_host","subtype","genotype","serotype","lineage","clade","HA_type","NA_type","neighbor","neighbor_ani","n_raw","n_qc"
"Norovirus","references/Norovirus-wg-249.fa.gz","wg","Norwalk virus","2021","Asia","Bos taurus","","","","","","","","[Norovirus-wg-341; Norovirus-wg-207]","94","1","1"
"Norovirus","references/Norovirus-wg-250.fa.gz","wg","Norwalk virus","2018","Asia","Bos taurus","","","","","","","","Norovirus-wg-251","94","1","1"
"Norovirus","references/Norovirus-wg-251.fa.gz","wg","Norwalk virus","2018","Asia","Bos taurus","","","","","","","","Norovirus-wg-207","96","1","1"
"Norovirus","references/Norovirus-wg-252.fa.gz","wg","Norwalk virus","","","","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-253.fa.gz","wg","Norwalk virus","2012","Africa","Homo sapiens","","","","","","","","Norovirus-wg-94","97","1","1"
"Norovirus","references/Norovirus-wg-254.fa.gz","wg","Norwalk virus","2012 - 2013","[Asia; North America]","Homo sapiens","","","","","","","","Norovirus-wg-31","95","2","2"
"Norovirus","references/Norovirus-wg-256.fa.gz","wg","Norwalk virus","2007","Oceania","Homo sapiens","","","","","","","","Norovirus-wg-2","95","1","1"
"Norovirus","references/Norovirus-wg-6.fa.gz","wg","Norwalk virus","2014 - 2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-309","96","10","10"
"Norovirus","references/Norovirus-wg-344.fa.gz","wg","Norwalk virus","1995","Asia","Homo sapiens","","","","","","","","Norovirus-wg-137","97","1","1"
"Norovirus","references/Norovirus-wg-138.fa.gz","wg","Norwalk virus","2017 - 2018","[North America; Asia]","Homo sapiens","","","","","","","","Norovirus-wg-261","97","5","5"
"Norovirus","references/Norovirus-wg-261.fa.gz","wg","Norwalk virus","2021 - 2023","Asia","Homo sapiens","","","","","","","","Norovirus-wg-138","97","6","6"
"Norovirus","references/Norovirus-wg-262.fa.gz","wg","Norwalk virus","2007 - 2008","Asia","Homo sapiens","","","","","","","","Norovirus-wg-349","97","4","4"
"Norovirus","references/Norovirus-wg-263.fa.gz","wg","Norwalk virus","2014","Europe","Homo sapiens","","","","","","","","Norovirus-wg-265","97","1","1"
"Norovirus","references/Norovirus-wg-345.fa.gz","wg","Norwalk virus","2018","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-346.fa.gz","wg","Norwalk virus","1972","North America","Homo sapiens","","","","","","","","Norovirus-wg-3","93","1","1"
"Norovirus","references/Norovirus-wg-264.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-119","98","1","1"
"Norovirus","references/Norovirus-wg-265.fa.gz","wg","Norwalk virus","2015 - 2019","[Europe; Asia]","Homo sapiens","","","","","","","","Norovirus-wg-263","97","7","7"
"Norovirus","references/Norovirus-wg-266.fa.gz","wg","Norwalk virus","2016","Europe","Homo sapiens","","","","","","","","Norovirus-wg-10","97","1","1"
"Norovirus","references/Norovirus-wg-10.fa.gz","wg","Norwalk virus","2016 - 2018","North America","Homo sapiens","","","","","","","","[Norovirus-wg-266; Norovirus-wg-349]","97","2","2"
"Norovirus","references/Norovirus-wg-267.fa.gz","wg","Norwalk virus","2019","Asia","Homo sapiens","","","","","","","","[Norovirus-wg-265; Norovirus-wg-134]","94","2","2"
"Norovirus","references/Norovirus-wg-268.fa.gz","wg","Norwalk virus","","Asia","Homo sapiens","","","","","","","","[Norovirus-wg-294; Norovirus-wg-270; Norovirus-wg-271; Norovirus-wg-348; Norovirus-wg-265]","94","3","3"
"Norovirus","references/Norovirus-wg-347.fa.gz","wg","Norwalk virus","","","","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-269.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-270","96","1","1"
"Norovirus","references/Norovirus-wg-348.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-270","97","1","1"
"Norovirus","references/Norovirus-wg-270.fa.gz","wg","Norwalk virus","2010","Asia","Homo sapiens","","","","","","","","[Norovirus-wg-293; Norovirus-wg-348]","97","1","1"
"Norovirus","references/Norovirus-wg-349.fa.gz","wg","Norovirus sp.","2016","Asia","Homo sapiens","","","","","","","","Norovirus-wg-262","97","1","1"
"Norovirus","references/Norovirus-wg-271.fa.gz","wg","Norwalk virus","1984","North America","Homo sapiens","","","","","","","","Norovirus-wg-294","97","1","1"
"Norovirus","references/Norovirus-wg-350.fa.gz","wg","Norwalk virus","2010","Europe","Homo sapiens","","","","","","","","Norovirus-wg-297","96","1","1"
"Norovirus","references/Norovirus-wg-162.fa.gz","wg","Norwalk virus","2016 - 2017","Asia","Homo sapiens","","","","","","","","Norovirus-wg-113","98","18","18"
"Norovirus","references/Norovirus-wg-111.fa.gz","wg","Norwalk virus","2020 - 2022","[Asia; Europe]","Homo sapiens","","","","","","","","[Norovirus-wg-136; Norovirus-wg-124]","97","25","25"
"Norovirus","references/Norovirus-wg-136.fa.gz","wg","Norwalk virus","2023 - 2024","[Asia; North America]","Homo sapiens","","","","","","","","Norovirus-wg-111","97","10","10"
"Norovirus","references/Norovirus-wg-274.fa.gz","wg","Norwalk virus","2017 - 2018","[Europe; Asia]","Homo sapiens","","","","","","","","Norovirus-wg-113","98","2","2"
"Norovirus","references/Norovirus-wg-351.fa.gz","wg","Norwalk virus","2012","Europe","Homo sapiens","","","","","","","","Norovirus-wg-292","97","1","1"
"Norovirus","references/Norovirus-wg-169.fa.gz","wg","Norwalk virus","2011 - 2012","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-170; Norovirus-wg-163; Norovirus-wg-292]","97","3","3"
"Norovirus","references/Norovirus-wg-352.fa.gz","wg","Norwalk virus","2017","Europe","Homo sapiens","","","","","","","","Norovirus-wg-323","98","1","1"
"Norovirus","references/Norovirus-wg-355.fa.gz","wg","Norwalk virus","2017","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-197; Norovirus-wg-216]","97","1","1"
"Norovirus","references/Norovirus-wg-292.fa.gz","wg","Norwalk virus","2013 - 2016","[Europe; North America]","Homo sapiens","","","","","","","","[Norovirus-wg-169; Norovirus-wg-163]","97","3","3"
"Norovirus","references/Norovirus-wg-3.fa.gz","wg","Norwalk virus","","","","","","","","","","","Norovirus-wg-276","97","2","2"
"Norovirus","references/Norovirus-wg-4.fa.gz","wg","Norwalk virus","2011","Asia","Homo sapiens","","","","","","","","Norovirus-wg-3","95","1","1"
"Norovirus","references/Norovirus-wg-276.fa.gz","wg","Norwalk virus","2005","North America","Homo sapiens","","","","","","","","Norovirus-wg-3","97","1","1"
"Norovirus","references/Norovirus-wg-5.fa.gz","wg","Norwalk virus","2010 - 2011","[Oceania; Asia]","Homo sapiens","","","","","","","","","0","3","2"
"Norovirus","references/Norovirus-wg-7.fa.gz","wg","Norwalk virus","2001","Asia","Homo sapiens","","","","","","","","Norovirus-wg-9","95","1","1"
"Norovirus","references/Norovirus-wg-8.fa.gz","wg","Norwalk virus","2019","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-277.fa.gz","wg","Norwalk virus","2008","South America","Homo sapiens","","","","","","","","","0","2","1"
"Norovirus","references/Norovirus-wg-9.fa.gz","wg","Norwalk virus","","Asia","Homo sapiens","","","","","","","","Norovirus-wg-7","95","1","1"
"Norovirus","references/Norovirus-wg-11.fa.gz","wg","Norwalk virus","2024","Europe","Homo sapiens","","","","","","","","Norovirus-wg-348","97","4","4"
"Norovirus","references/Norovirus-wg-12.fa.gz","wg","Norwalk virus","2019","North America","Homo sapiens","","","","","","","","Norovirus-wg-267","93","1","1"
"Norovirus","references/Norovirus-wg-13.fa.gz","wg","Norwalk virus","2014 - 2016","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-197; Norovirus-wg-27]","97","29","27"
"Norovirus","references/Norovirus-wg-16.fa.gz","wg","Norwalk virus","2019 - 2021","Europe","Homo sapiens","","","","","","","","Norovirus-wg-13","95","10","9"
"Norovirus","references/Norovirus-wg-25.fa.gz","wg","Norwalk virus","2014 - 2017","[Europe; North America]","Homo sapiens","","","","","","","","Norovirus-wg-184","97","10","10"
"Norovirus","references/Norovirus-wg-26.fa.gz","wg","Norwalk virus","2007","Asia","Homo sapiens","","","","","","","","Norovirus-wg-30","95","1","1"
"Norovirus","references/Norovirus-wg-27.fa.gz","wg","Norwalk virus","2014 - 2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-13","97","9","9"
"Norovirus","references/Norovirus-wg-30.fa.gz","wg","Norwalk virus","2015","Asia","Homo sapiens","","","","","","","","Norovirus-wg-126","96","1","1"
"Norovirus","references/Norovirus-wg-31.fa.gz","wg","Norwalk virus","","North America","","","","","","","","","Norovirus-wg-254","95","1","1"
"Norovirus","references/Norovirus-wg-32.fa.gz","wg","Norwalk virus","2002","Asia","Homo sapiens","","","","","","","","Norovirus-wg-126","94","2","2"
"Norovirus","references/Norovirus-wg-34.fa.gz","wg","Norwalk virus","2014","Asia","Homo sapiens","","","","","","","","[Norovirus-wg-42; Norovirus-wg-67; Norovirus-wg-36; Norovirus-wg-40; Norovirus-wg-60; Norovirus-wg-39]","94","1","1"
"Norovirus","references/Norovirus-wg-36.fa.gz","wg","Norwalk virus","2009","Asia","Homo sapiens","","","","","","","","[Norovirus-wg-43; Norovirus-wg-49]","98","1","1"
"Norovirus","references/Norovirus-wg-37.fa.gz","wg","Norwalk virus","","","","","","","","","","","Norovirus-wg-38","97","2","2"
"Norovirus","references/Norovirus-wg-38.fa.gz","wg","Norwalk virus","2001","Asia","Homo sapiens","","","","","","","","Norovirus-wg-39","97","3","3"
"Norovirus","references/Norovirus-wg-39.fa.gz","wg","Norwalk virus","2000","Asia","Homo sapiens","","","","","","","","Norovirus-wg-38","97","3","3"
"Norovirus","references/Norovirus-wg-41.fa.gz","wg","Norwalk virus","2021 - 2022","North America","Macaca mulatta","","","","","","","","Norovirus-wg-110","93","23","20"
"Norovirus","references/Norovirus-wg-279.fa.gz","wg","Norwalk virus","2017","North America","Homo sapiens","","","","","","","","Norovirus-wg-206","97","1","1"
"Norovirus","references/Norovirus-wg-42.fa.gz","wg","Norwalk virus","2023","Asia","Homo sapiens","","","","","","","","Norovirus-wg-40","97","1","1"
"Norovirus","references/Norovirus-wg-77.fa.gz","wg","Norwalk virus","1974 - 1977","North America","Homo sapiens","","","","","","","","Norovirus-wg-286","94","3","3"
"Norovirus","references/Norovirus-wg-43.fa.gz","wg","Norwalk virus","","","","","","","","","","","Norovirus-wg-36","98","1","1"
"Norovirus","references/Norovirus-wg-51.fa.gz","wg","Norwalk virus","2019 - 2022","[North America; Europe; Asia]","Homo sapiens","","","","","","","","Norovirus-wg-44","98","4","4"
"Norovirus","references/Norovirus-wg-44.fa.gz","wg","Norwalk virus","2022","North America","Homo sapiens","","","","","","","","Norovirus-wg-51","98","5","5"
"Norovirus","references/Norovirus-wg-45.fa.gz","wg","Norwalk virus","1972","North America","Homo sapiens","","","","","","","","[Norovirus-wg-209; Norovirus-wg-282]","93","2","2"
"Norovirus","references/Norovirus-wg-46.fa.gz","wg","Norwalk virus","2015 - 2017","[North America; Europe]","Homo sapiens","","","","","","","","Norovirus-wg-113","94","2","2"
"Norovirus","references/Norovirus-wg-47.fa.gz","wg","Norwalk virus","","","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-49.fa.gz","wg","Norwalk virus","2006","Asia","Homo sapiens","","","","","","","","Norovirus-wg-36","98","1","1"
"Norovirus","references/Norovirus-wg-50.fa.gz","wg","Norwalk virus","1978","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-281.fa.gz","wg","Norwalk virus","","","Homo sapiens","","","","","","","","Norovirus-wg-130","96","1","1"
"Norovirus","references/Norovirus-wg-52.fa.gz","wg","Norwalk virus","2016","North America","Homo sapiens","","","","","","","","Norovirus-wg-127","97","2","2"
"Norovirus","references/Norovirus-wg-53.fa.gz","wg","Norwalk virus","2020","North America","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-54.fa.gz","wg","Norwalk virus","2019","Asia","Homo sapiens","","","","","","","","Norovirus-wg-33","93","1","1"
"Norovirus","references/Norovirus-wg-56.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-84; Norovirus-wg-67]","97","1","1"
"Norovirus","references/Norovirus-wg-57.fa.gz","wg","Norwalk virus","","","","","","","","","","","Norovirus-wg-282","97","1","1"
"Norovirus","references/Norovirus-wg-58.fa.gz","wg","Norwalk virus","1987","North America","Homo sapiens","","","","","","","","Norovirus-wg-282","96","1","1"
"Norovirus","references/Norovirus-wg-282.fa.gz","wg","Norwalk virus","1988","North America","Homo sapiens","","","","","","","","Norovirus-wg-57","97","1","1"
"Norovirus","references/Norovirus-wg-67.fa.gz","wg","Norwalk virus","","","Homo sapiens","","","","","","","","Norovirus-wg-60","97","1","1"
"Norovirus","references/Norovirus-wg-284.fa.gz","wg","Norwalk virus","2018","North America","Homo sapiens","","","","","","","","Norovirus-wg-325","97","1","1"
"Norovirus","references/Norovirus-wg-286.fa.gz","wg","Norwalk virus","1974","North America","Homo sapiens","","","","","","","","Norovirus-wg-77","94","1","1"
"Norovirus","references/Norovirus-wg-81.fa.gz","wg","Norwalk virus","","North America","Homo sapiens","","","","","","","","Norovirus-wg-85","98","1","1"
"Norovirus","references/Norovirus-wg-287.fa.gz","wg","Norwalk virus","2018","North America","Homo sapiens","","","","","","","","Norovirus-wg-186","96","1","1"
"Norovirus","references/Norovirus-wg-84.fa.gz","wg","Norwalk virus","","","Homo sapiens","","","","","","","","Norovirus-wg-56","97","1","1"
"Norovirus","references/Norovirus-wg-85.fa.gz","wg","Norwalk virus","2004 - 2012","[Europe; North America]","Homo sapiens","","","","","","","","Norovirus-wg-81","98","13","11"
"Norovirus","references/Norovirus-wg-288.fa.gz","wg","Norwalk virus","2011","Africa","Homo sapiens","","","","","","","","[Norovirus-wg-326; Norovirus-wg-325; Norovirus-wg-81; Norovirus-wg-92; Norovirus-wg-60]","97","1","1"
"Norovirus","references/Norovirus-wg-93.fa.gz","wg","Norwalk virus","2022","Europe","Homo sapiens","","","","","","","","Norovirus-wg-51","97","1","1"
"Norovirus","references/Norovirus-wg-96.fa.gz","wg","Norwalk virus","","","","","","","","","","","Norovirus-wg-256","95","1","1"
"Norovirus","references/Norovirus-wg-97.fa.gz","wg","Norwalk virus","2023","North America","Homo sapiens","","","","","","","","","0","2","2"
"Norovirus","references/Norovirus-wg-102.fa.gz","wg","Norwalk virus","2023 - 2024","North America","Homo sapiens","","","","","","","","","0","4","3"
"Norovirus","references/Norovirus-wg-103.fa.gz","wg","Norwalk virus","2015","North America","Homo sapiens","","","","","","","","Norovirus-wg-98","97","1","1"
"Norovirus","references/Norovirus-wg-105.fa.gz","wg","Norwalk virus","2016","Europe","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-291.fa.gz","wg","Norwalk virus","2020","North America","Homo sapiens","","","","","","","","Norovirus-wg-107","96","1","1"
"Norovirus","references/Norovirus-wg-110.fa.gz","wg","Norwalk virus","2021","North America","Homo sapiens","","","","","","","","[Norovirus-wg-216; Norovirus-wg-274]","96","1","1"
"Norovirus","references/Norovirus-wg-113.fa.gz","wg","Norwalk virus","2019","North America","Homo sapiens","","","","","","","","[Norovirus-wg-216; Norovirus-wg-197; Norovirus-wg-162; Norovirus-wg-274]","98","3","3"
"Norovirus","references/Norovirus-wg-117.fa.gz","wg","Norwalk virus","2008","North America","Homo sapiens","","","","","","","","[Norovirus-wg-198; Norovirus-wg-195; Norovirus-wg-298]","96","2","2"
"Norovirus","references/Norovirus-wg-119.fa.gz","wg","Norwalk virus","2019","North America","Homo sapiens","","","","","","","","Norovirus-wg-264","98","3","3"
"Norovirus","references/Norovirus-wg-293.fa.gz","wg","Norwalk virus","2019","North America","Homo sapiens","","","","","","","","Norovirus-wg-270","97","1","1"
"Norovirus","references/Norovirus-wg-294.fa.gz","wg","Norwalk virus","2022","North America","Homo sapiens","","","","","","","","Norovirus-wg-271","97","3","2"
"Norovirus","references/Norovirus-wg-295.fa.gz","wg","Norwalk virus","2013","South America","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-296.fa.gz","wg","Norwalk virus","","","","","","","","","","","Norovirus-wg-123","96","2","2"
"Norovirus","references/Norovirus-wg-123.fa.gz","wg","Norwalk virus","2024","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-296; Norovirus-wg-351]","96","6","6"
"Norovirus","references/Norovirus-wg-297.fa.gz","wg","Norwalk virus","2002","Asia","Homo sapiens","","","","","","","","Norovirus-wg-350","96","1","1"
"Norovirus","references/Norovirus-wg-125.fa.gz","wg","Norwalk virus","2002","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-298.fa.gz","wg","Norwalk virus","","Europe","","","","","","","","","[Norovirus-wg-117; Norovirus-wg-195]","96","1","1"
"Norovirus","references/Norovirus-wg-126.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-352; Norovirus-wg-30; Norovirus-wg-292; Norovirus-wg-323]","96","1","1"
"Norovirus","references/Norovirus-wg-127.fa.gz","wg","Norwalk virus","2015 - 2016","[Europe; North America; Asia]","Homo sapiens","","","","","","","","[Norovirus-wg-175; Norovirus-wg-128; Norovirus-wg-52; Norovirus-wg-204; Norovirus-wg-130; Norovirus-wg-163]","97","3","3"
"Norovirus","references/Norovirus-wg-128.fa.gz","wg","Norwalk virus","2008","Asia","Homo sapiens","","","","","","","","Norovirus-wg-127","97","1","1"
"Norovirus","references/Norovirus-wg-129.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-52","96","4","4"
"Norovirus","references/Norovirus-wg-131.fa.gz","wg","Norwalk virus","2010","North America","Homo sapiens","","","","","","","","[Norovirus-wg-132; Norovirus-wg-265]","97","1","1"
"Norovirus","references/Norovirus-wg-299.fa.gz","wg","Norwalk virus","2016","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-265; Norovirus-wg-134]","94","1","1"
"Norovirus","references/Norovirus-wg-132.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","[Norovirus-wg-131; Norovirus-wg-265]","97","1","1"
"Norovirus","references/Norovirus-wg-133.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-132","96","1","1"
"Norovirus","references/Norovirus-wg-134.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","Norovirus-wg-263","97","4","1"
"Norovirus","references/Norovirus-wg-135.fa.gz","wg","Norwalk virus","2011","Asia","Homo sapiens","","","","","","","","","0","2","1"
"Norovirus","references/Norovirus-wg-300.fa.gz","wg","Norwalk virus","1986","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-301.fa.gz","wg","Norwalk virus","1971","North America","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-137.fa.gz","wg","Norwalk virus","2007","Asia","Homo sapiens","","","","","","","","Norovirus-wg-344","97","2","1"
"Norovirus","references/Norovirus-wg-139.fa.gz","wg","Norwalk virus","","Asia","","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-140.fa.gz","wg","Norwalk virus","2007 - 2010","[Asia; North America]","Homo sapiens","","","","","","","","","0","3","3"
"Norovirus","references/Norovirus-wg-303.fa.gz","wg","Norwalk virus","","Europe","","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-141.fa.gz","wg","Norwalk virus","2003","Europe","Homo sapiens","","","","","","","","Norovirus-wg-142","95","1","1"
"Norovirus","references/Norovirus-wg-142.fa.gz","wg","Norwalk virus","2013 - 2015","[Europe; Asia; North America]","Homo sapiens","","","","","","","","Norovirus-wg-141","95","5","5"
"Norovirus","references/Norovirus-wg-304.fa.gz","wg","Norwalk virus","","","","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-143.fa.gz","wg","Norwalk virus","","","","","","","","","","","Norovirus-wg-321","95","1","1"
"Norovirus","references/Norovirus-wg-305.fa.gz","wg","Norwalk virus","","","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-144.fa.gz","wg","Norwalk virus","2000","Asia","Homo sapiens","","","","","","","","[Norovirus-wg-147; Norovirus-wg-146; Norovirus-wg-306; Norovirus-wg-145]","96","2","1"
"Norovirus","references/Norovirus-wg-306.fa.gz","wg","Norwalk virus","2008","Asia","Homo sapiens","","","","","","","","Norovirus-wg-146","97","1","1"
"Norovirus","references/Norovirus-wg-145.fa.gz","wg","Norwalk virus","","","Homo sapiens","","","","","","","","Norovirus-wg-144","96","1","1"
"Norovirus","references/Norovirus-wg-146.fa.gz","wg","Norwalk virus","2010","Oceania","Homo sapiens","","","","","","","","[Norovirus-wg-147; Norovirus-wg-306]","97","1","1"
"Norovirus","references/Norovirus-wg-147.fa.gz","wg","Norwalk virus","2018 - 2021","[North America; Asia]","Homo sapiens","","","","","","","","Norovirus-wg-146","97","4","4"
"Norovirus","references/Norovirus-wg-148.fa.gz","wg","Norwalk virus","2014 - 2017","North America","Homo sapiens","","","","","","","","Norovirus-wg-201","95","2","2"
"Norovirus","references/Norovirus-wg-159.fa.gz","wg","Norwalk virus","2013 - 2021","North America","Homo sapiens","","","","","","","","","0","2","2"
"Norovirus","references/Norovirus-wg-307.fa.gz","wg","Norwalk virus","2019","North America","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-149.fa.gz","wg","Norwalk virus","2014 - 2017","[Europe; Asia]","Homo sapiens","","","","","","","","","0","3","3"
"Norovirus","references/Norovirus-wg-150.fa.gz","wg","Norwalk virus","2011","Asia","Homo sapiens","","","","","","","","","0","2","1"
"Norovirus","references/Norovirus-wg-151.fa.gz","wg","Norwalk virus","2010","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-152.fa.gz","wg","Norwalk virus","2015","Europe","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-153.fa.gz","wg","Norwalk virus","2018 - 2022","Asia","Homo sapiens","","","","","","","","Norovirus-wg-83","97","3","3"
"Norovirus","references/Norovirus-wg-309.fa.gz","wg","Norwalk virus","2015","Asia","","","","","","","","","[Norovirus-wg-6; Norovirus-wg-83]","96","1","1"
"Norovirus","references/Norovirus-wg-310.fa.gz","wg","Norwalk virus","2007","Asia","Homo sapiens","","","","","","","","Norovirus-wg-156","97","2","1"
"Norovirus","references/Norovirus-wg-154.fa.gz","wg","Norwalk virus","2015 - 2016","North America","Homo sapiens","","","","","","","","Norovirus-wg-155","97","2","2"
"Norovirus","references/Norovirus-wg-155.fa.gz","wg","Norwalk virus","2015","North America","Homo sapiens","","","","","","","","Norovirus-wg-317","97","1","1"
"Norovirus","references/Norovirus-wg-156.fa.gz","wg","Norwalk virus","2013","North America","Homo sapiens","","","","","","","","[Norovirus-wg-317; Norovirus-wg-310]","97","1","1"
"Norovirus","references/Norovirus-wg-157.fa.gz","wg","Norwalk virus","2019","North America","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-311.fa.gz","wg","Norwalk virus","2017","Asia","Vulpes","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-160.fa.gz","wg","Norwalk virus","2018","North America","Homo sapiens","","","","","","","","Norovirus-wg-315","97","3","3"
"Norovirus","references/Norovirus-wg-161.fa.gz","wg","Norwalk virus","2017","North America","Homo sapiens","","","","","","","","","0","2","2"
"Norovirus","references/Norovirus-wg-312.fa.gz","wg","Norwalk virus","2007","Asia","Canis lupus familiaris","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-313.fa.gz","wg","Norwalk virus","2014","Africa","Homo sapiens","","","","","","","","Norovirus-wg-317","96","1","1"
"Norovirus","references/Norovirus-wg-314.fa.gz","wg","Norwalk virus","1999","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-315.fa.gz","wg","Norwalk virus","2015","North America","Homo sapiens","","","","","","","","Norovirus-wg-160","97","1","1"
"Norovirus","references/Norovirus-wg-170.fa.gz","wg","Norwalk virus","2012","Europe","Homo sapiens","","","","","","","","Norovirus-wg-169","97","1","1"
"Norovirus","references/Norovirus-wg-171.fa.gz","wg","Norwalk virus","2017","Asia","Homo sapiens","","","","","","","","[Norovirus-wg-216; Norovirus-wg-355; Norovirus-wg-274]","95","1","1"
"Norovirus","references/Norovirus-wg-172.fa.gz","wg","Norwalk virus","","Europe","","","","","","","","","Norovirus-wg-209","97","1","1"
"Norovirus","references/Norovirus-wg-173.fa.gz","wg","Norwalk virus","2016","North America","Homo sapiens","","","","","","","","","0","1","1"
"Norovirus","references/Norovirus-wg-317.fa.gz","wg","Primate norovirus","","","","","","","","","","","Norovirus-wg-155","97","2","1"
"Orthoflavivirus","references/Orthoflavivirus-wg-204.fa.gz","wg","Orthoflavivirus denguei","2009 - 2015","Asia","Homo sapiens","","","","","","","","[Orthoflavivirus-wg-520; Orthoflavivirus-wg-426]","97","5","5"
"Orthoflavivirus","references/Orthoflavivirus-wg-149.fa.gz","wg","[Orthoflavivirus denguei; Chimeric Tick-borne encephalitis virus/Dengue virus 4]","1953 - 2021","[South America; North America; Asia; Africa]","Homo sapiens","","","","","","","","Orthoflavivirus-wg-145","98","92","91"
"Orthoflavivirus","references/Orthoflavivirus-wg-2.fa.gz","wg","Orthoflavivirus powassanense","1994 - 2023","North America","[Ixodes scapularis; Homo sapiens]","","","","","","","","Orthoflavivirus-wg-272","96","255","255"
"Orthoflavivirus","references/Orthoflavivirus-wg-15.fa.gz","wg","Orthoflavivirus nilense","2004 - 2024","Europe","[Nestor notabilis; Accipiter gentilis; Corvus cornix; Culex; Homo sapiens; Gallus gallus; Equus caballus; Culicidae; Canis lupus familiaris; Columbidae; Pica pica; Culex pipiens; Athene noctua; Passer domesticus; Cyanistes caeruleus; Bubo scandiacus; Passer sp.; Serinus canaria; Phoenicopterus ruber; Garrulus glandarius; Phoenicopterus chilensis; Mergus squamatus; Parus major; Buteo; Turdus merula; Phoenicopterus sp.; Bombycilla garrulus; Lathamus discolor; Pyrrhocorax graculus; Strix nebulosa; Accipiter nisus; Strix nebulosa lapponica; Prunella modularis; Corvus; Corvidae; Trichoglossus haematodus; Pluvialis apricaria; Strigidae; Larus michahellis; Culex modestus; Equus ferus; Larus crassirostris; Falco; Phoenicoparrus andinus; Spheniscus humboldti; Strix aluco; Buteo buteo]","","","","","","","","Orthoflavivirus-wg-91","98","337","331"
"Orthoflavivirus","references/Orthoflavivirus-wg-96.fa.gz","wg","Aedes flavivirus","2003 - 2019","[Asia; North America; Europe]","Aedes albopictus","","","","","","","","Orthoflavivirus-wg-199","92","6","5"
"Orthoflavivirus","references/Orthoflavivirus-wg-76.fa.gz","wg","Orthoflavivirus flavi","2002 - 2024","[South America; Europe]","[Homo sapiens; Alouatta sp.; Alouatta caraya; Haemagogus janthinomys; Callicebus nigrifrons; Alouatta guariba; Callithrix penicillata; Sapajus libidinosus; Haemagogus leucocelaenus; marmosets; Alouatta guariba clamitans; Simiiformes; Aotus azarai; Alouatta; Alouatta seniculus]","","","","","","","","Orthoflavivirus-wg-341","97","183","173"
"Orthoflavivirus","references/Orthoflavivirus-wg-148.fa.gz","wg","Orthoflavivirus denguei","2007 - 2016","[Asia; Oceania]","Homo sapiens","","","","","","","","Orthoflavivirus-wg-436","97","14","14"
